-99.00 -60.00   3.1
-98.00 -60.00   2.8
-97.00 -60.00   2.4
-96.00 -60.00   2.3
-95.00 -60.00   2.4
-94.00 -60.00   2.4
-93.00 -60.00   2.5
-92.00 -60.00   2.6
-91.00 -60.00   2.7
-90.00 -60.00   2.7
-89.00 -60.00   2.6
-88.00 -60.00   2.6
-87.00 -60.00   2.6
-86.00 -60.00   2.7
-85.00 -60.00   2.7
-84.00 -60.00   2.8
-83.00 -60.00   2.8
-82.00 -60.00   2.7
-81.00 -60.00   2.5
-80.00 -60.00   2.2
-79.00 -60.00   2.1
-78.00 -60.00   2.1
-77.00 -60.00   2.1
-76.00 -60.00   2.3
-75.00 -60.00   2.3
-74.00 -60.00   2.2
-73.00 -60.00   2.1
-72.00 -60.00   2.0
-71.00 -60.00   1.9
-70.00 -60.00   2.0
-69.00 -60.00   2.1
-68.00 -60.00   2.1
-67.00 -60.00   1.9
-66.00 -60.00   1.7
-65.00 -60.00   1.6
-64.00 -60.00   1.5
-63.00 -60.00   1.5
-62.00 -60.00   1.5
-61.00 -60.00   1.3
-60.00 -60.00   1.3
-59.00 -60.00   1.3
-58.00 -60.00   1.3
-57.00 -60.00   1.3
-56.00 -60.00   1.3
-55.00 -60.00   1.3
-54.00 -60.00   1.3
-53.00 -60.00   1.4
-52.00 -60.00   1.4
-51.00 -60.00   1.2
-50.00 -60.00   1.0
-49.00 -60.00   0.9
-48.00 -60.00   0.9
-47.00 -60.00   1.0
-46.00 -60.00   1.2
-45.00 -60.00   1.2
-44.00 -60.00   1.1
-43.00 -60.00   1.1
-42.00 -60.00   1.2
-41.00 -60.00   1.3
-40.00 -60.00   1.3
-39.00 -60.00   1.2
-38.00 -60.00   1.1
-37.00 -60.00   1.1
-36.00 -60.00   1.0
-35.00 -60.00   0.9
-34.00 -60.00   0.9
-33.00 -60.00   0.9
-32.00 -60.00   1.0
-31.00 -60.00   1.1
-30.00 -60.00   1.2
-29.00 -60.00   1.2
-28.00 -60.00   1.3
-27.00 -60.00   1.5
-26.00 -60.00   1.8
-25.00 -60.00   2.3
-24.00 -60.00   2.6
-23.00 -60.00   2.7
-22.00 -60.00   2.6
-21.00 -60.00   2.4
-20.00 -60.00   2.4
-99.00 -59.00   2.8
-98.00 -59.00   2.7
-97.00 -59.00   2.5
-96.00 -59.00   2.2
-95.00 -59.00   2.1
-94.00 -59.00   2.1
-93.00 -59.00   2.2
-92.00 -59.00   2.4
-91.00 -59.00   2.6
-90.00 -59.00   2.7
-89.00 -59.00   2.8
-88.00 -59.00   2.8
-87.00 -59.00   2.8
-86.00 -59.00   2.6
-85.00 -59.00   2.7
-84.00 -59.00   2.9
-83.00 -59.00   3.0
-82.00 -59.00   2.7
-81.00 -59.00   2.4
-80.00 -59.00   2.3
-79.00 -59.00   2.3
-78.00 -59.00   2.3
-77.00 -59.00   2.4
-76.00 -59.00   2.3
-75.00 -59.00   2.3
-74.00 -59.00   2.3
-73.00 -59.00   2.4
-72.00 -59.00   2.5
-71.00 -59.00   2.4
-70.00 -59.00   2.3
-69.00 -59.00   2.2
-68.00 -59.00   2.0
-67.00 -59.00   1.8
-66.00 -59.00   1.7
-65.00 -59.00   1.6
-64.00 -59.00   1.5
-63.00 -59.00   1.5
-62.00 -59.00   1.5
-61.00 -59.00   1.4
-60.00 -59.00   1.2
-59.00 -59.00   1.2
-58.00 -59.00   1.2
-57.00 -59.00   1.2
-56.00 -59.00   1.2
-55.00 -59.00   1.2
-54.00 -59.00   1.2
-53.00 -59.00   1.2
-52.00 -59.00   1.1
-51.00 -59.00   1.0
-50.00 -59.00   0.9
-49.00 -59.00   0.8
-48.00 -59.00   0.9
-47.00 -59.00   1.0
-46.00 -59.00   1.2
-45.00 -59.00   1.3
-44.00 -59.00   1.2
-43.00 -59.00   1.3
-42.00 -59.00   1.4
-41.00 -59.00   1.5
-40.00 -59.00   1.6
-39.00 -59.00   1.5
-38.00 -59.00   1.4
-37.00 -59.00   1.5
-36.00 -59.00   1.4
-35.00 -59.00   1.2
-34.00 -59.00   1.2
-33.00 -59.00   1.3
-32.00 -59.00   1.4
-31.00 -59.00   1.6
-30.00 -59.00   1.6
-29.00 -59.00   1.7
-28.00 -59.00   2.0
-27.00 -59.00   2.2
-26.00 -59.00   2.4
-25.00 -59.00   2.6
-24.00 -59.00   2.7
-23.00 -59.00   2.7
-22.00 -59.00   2.6
-21.00 -59.00   2.5
-20.00 -59.00   2.5
-99.00 -58.00   2.6
-98.00 -58.00   2.5
-97.00 -58.00   2.3
-96.00 -58.00   2.2
-95.00 -58.00   2.2
-94.00 -58.00   2.0
-93.00 -58.00   2.0
-92.00 -58.00   2.3
-91.00 -58.00   2.5
-90.00 -58.00   2.5
-89.00 -58.00   2.6
-88.00 -58.00   2.5
-87.00 -58.00   2.4
-86.00 -58.00   2.4
-85.00 -58.00   2.6
-84.00 -58.00   2.7
-83.00 -58.00   2.7
-82.00 -58.00   2.7
-81.00 -58.00   2.7
-80.00 -58.00   2.8
-79.00 -58.00   2.8
-78.00 -58.00   2.7
-77.00 -58.00   2.5
-76.00 -58.00   2.2
-75.00 -58.00   2.3
-74.00 -58.00   2.6
-73.00 -58.00   2.8
-72.00 -58.00   2.8
-71.00 -58.00   2.5
-70.00 -58.00   2.2
-69.00 -58.00   1.9
-68.00 -58.00   1.9
-67.00 -58.00   1.9
-66.00 -58.00   1.9
-65.00 -58.00   1.7
-64.00 -58.00   1.6
-63.00 -58.00   1.6
-62.00 -58.00   1.6
-61.00 -58.00   1.6
-60.00 -58.00   1.5
-59.00 -58.00   1.4
-58.00 -58.00   1.4
-57.00 -58.00   1.4
-56.00 -58.00   1.4
-55.00 -58.00   1.4
-54.00 -58.00   1.3
-53.00 -58.00   1.1
-52.00 -58.00   1.1
-51.00 -58.00   1.2
-50.00 -58.00   1.1
-49.00 -58.00   1.1
-48.00 -58.00   1.2
-47.00 -58.00   1.5
-46.00 -58.00   1.6
-45.00 -58.00   1.5
-44.00 -58.00   1.6
-43.00 -58.00   1.6
-42.00 -58.00   1.7
-41.00 -58.00   1.7
-40.00 -58.00   1.7
-39.00 -58.00   1.7
-38.00 -58.00   1.6
-37.00 -58.00   1.6
-36.00 -58.00   1.6
-35.00 -58.00   1.6
-34.00 -58.00   1.7
-33.00 -58.00   1.8
-32.00 -58.00   2.0
-31.00 -58.00   2.1
-30.00 -58.00   2.2
-29.00 -58.00   2.4
-28.00 -58.00   2.6
-27.00 -58.00   2.7
-26.00 -58.00   2.8
-25.00 -58.00   2.8
-24.00 -58.00   2.9
-23.00 -58.00   2.9
-22.00 -58.00   2.9
-21.00 -58.00   2.8
-20.00 -58.00   2.8
-99.00 -57.00   2.7
-98.00 -57.00   2.5
-97.00 -57.00   2.3
-96.00 -57.00   2.1
-95.00 -57.00   2.0
-94.00 -57.00   2.0
-93.00 -57.00   2.2
-92.00 -57.00   2.4
-91.00 -57.00   2.4
-90.00 -57.00   2.2
-89.00 -57.00   2.1
-88.00 -57.00   2.1
-87.00 -57.00   2.1
-86.00 -57.00   2.3
-85.00 -57.00   2.5
-84.00 -57.00   2.5
-83.00 -57.00   2.5
-82.00 -57.00   2.8
-81.00 -57.00   2.9
-80.00 -57.00   2.8
-79.00 -57.00   2.7
-78.00 -57.00   2.5
-77.00 -57.00   2.5
-76.00 -57.00   2.4
-75.00 -57.00   2.5
-74.00 -57.00   2.5
-73.00 -57.00   2.6
-72.00 -57.00   2.5
-71.00 -57.00   2.4
-70.00 -57.00   2.1
-69.00 -57.00   2.0
-68.00 -57.00   2.0
-67.00 -57.00   2.0
-66.00 -57.00   2.0
-65.00 -57.00   2.0
-64.00 -57.00   2.1
-63.00 -57.00   2.2
-62.00 -57.00   2.2
-61.00 -57.00   2.1
-60.00 -57.00   2.0
-59.00 -57.00   1.9
-58.00 -57.00   1.9
-57.00 -57.00   1.8
-56.00 -57.00   1.6
-55.00 -57.00   1.4
-54.00 -57.00   1.3
-53.00 -57.00   1.2
-52.00 -57.00   1.6
-51.00 -57.00   2.1
-50.00 -57.00   2.1
-49.00 -57.00   1.9
-48.00 -57.00   1.9
-47.00 -57.00   1.9
-46.00 -57.00   1.8
-45.00 -57.00   1.6
-44.00 -57.00   1.7
-43.00 -57.00   1.7
-42.00 -57.00   1.8
-41.00 -57.00   1.7
-40.00 -57.00   1.7
-39.00 -57.00   1.7
-38.00 -57.00   1.8
-37.00 -57.00   1.8
