-99.00 -60.00   0.4
-98.00 -60.00   0.4
-97.00 -60.00   0.4
-96.00 -60.00   0.4
-95.00 -60.00   0.5
-94.00 -60.00   0.6
-93.00 -60.00   0.6
-92.00 -60.00   0.6
-91.00 -60.00   0.5
-90.00 -60.00   0.5
-89.00 -60.00   0.5
-88.00 -60.00   0.6
-87.00 -60.00   0.6
-86.00 -60.00   0.6
-85.00 -60.00   0.5
-84.00 -60.00   0.5
-83.00 -60.00   0.5
-82.00 -60.00   0.6
-81.00 -60.00   0.6
-80.00 -60.00   0.7
-79.00 -60.00   0.8
-78.00 -60.00   1.0
-77.00 -60.00   1.1
-76.00 -60.00   1.2
-75.00 -60.00   0.9
-74.00 -60.00   0.9
-73.00 -60.00   1.2
-72.00 -60.00   1.4
-71.00 -60.00   1.5
-70.00 -60.00   1.6
-69.00 -60.00   1.7
-68.00 -60.00   2.0
-67.00 -60.00   1.9
-66.00 -60.00   1.9
-65.00 -60.00   2.2
-64.00 -60.00   2.3
-63.00 -60.00   2.0
-62.00 -60.00   1.6
-61.00 -60.00   1.3
-60.00 -60.00   1.0
-59.00 -60.00   0.8
-58.00 -60.00   0.7
-57.00 -60.00   0.7
-56.00 -60.00   0.7
-55.00 -60.00   0.6
-54.00 -60.00   0.6
-53.00 -60.00   0.8
-52.00 -60.00   1.1
-51.00 -60.00   1.2
-50.00 -60.00   1.2
-49.00 -60.00   1.1
-48.00 -60.00   1.0
-47.00 -60.00   0.8
-46.00 -60.00   0.7
-45.00 -60.00   0.4
-44.00 -60.00   0.2
-43.00 -60.00   0.1
-42.00 -60.00   0.1
-41.00 -60.00   0.0
-40.00 -60.00   0.0
-39.00 -60.00   0.0
-38.00 -60.00   0.0
-37.00 -60.00   0.0
-36.00 -60.00   0.0
-35.00 -60.00   0.0
-34.00 -60.00   0.0
-33.00 -60.00   0.0
-32.00 -60.00   0.0
-31.00 -60.00   0.0
-30.00 -60.00   0.0
-29.00 -60.00   0.0
-28.00 -60.00   0.0
-27.00 -60.00   0.0
-26.00 -60.00   0.0
-25.00 -60.00   0.0
-24.00 -60.00   0.0
-23.00 -60.00   0.0
-22.00 -60.00   0.0
-21.00 -60.00   0.0
-20.00 -60.00   0.0
-99.00 -59.00   0.5
-98.00 -59.00   0.6
-97.00 -59.00   0.5
-96.00 -59.00   0.6
-95.00 -59.00   0.7
-94.00 -59.00   0.7
-93.00 -59.00   0.7
-92.00 -59.00   0.7
-91.00 -59.00   0.7
-90.00 -59.00   0.7
-89.00 -59.00   0.8
-88.00 -59.00   0.8
-87.00 -59.00   0.8
-86.00 -59.00   0.8
-85.00 -59.00   0.9
-84.00 -59.00   1.0
-83.00 -59.00   1.1
-82.00 -59.00   1.0
-81.00 -59.00   1.0
-80.00 -59.00   1.0
-79.00 -59.00   1.1
-78.00 -59.00   1.1
-77.00 -59.00   1.0
-76.00 -59.00   0.7
-75.00 -59.00   0.8
-74.00 -59.00   1.5
-73.00 -59.00   1.9
-72.00 -59.00   1.9
-71.00 -59.00   1.7
-70.00 -59.00   1.4
-69.00 -59.00   1.0
-68.00 -59.00   0.9
-67.00 -59.00   1.0
-66.00 -59.00   1.3
-65.00 -59.00   1.7
-64.00 -59.00   2.2
-63.00 -59.00   2.0
-62.00 -59.00   1.5
-61.00 -59.00   1.3
-60.00 -59.00   1.3
-59.00 -59.00   1.1
-58.00 -59.00   0.9
-57.00 -59.00   0.7
-56.00 -59.00   0.7
-55.00 -59.00   0.6
-54.00 -59.00   0.5
-53.00 -59.00   0.6
-52.00 -59.00   0.9
-51.00 -59.00   1.0
-50.00 -59.00   1.1
-49.00 -59.00   1.1
-48.00 -59.00   1.0
-47.00 -59.00   0.9
-46.00 -59.00   0.8
-45.00 -59.00   0.7
-44.00 -59.00   0.4
-43.00 -59.00   0.2
-42.00 -59.00   0.1
-41.00 -59.00   0.1
-40.00 -59.00   0.0
-39.00 -59.00   0.0
-38.00 -59.00   0.0
-37.00 -59.00   0.0
-36.00 -59.00   0.0
-35.00 -59.00   0.0
-34.00 -59.00   0.0
-33.00 -59.00   0.0
-32.00 -59.00   0.0
-31.00 -59.00   0.0
-30.00 -59.00   0.0
-29.00 -59.00   0.0
-28.00 -59.00   0.0
-27.00 -59.00   0.0
-26.00 -59.00   0.0
-25.00 -59.00   0.0
-24.00 -59.00   0.1
-23.00 -59.00   0.1
-22.00 -59.00   0.1
-21.00 -59.00   0.1
-20.00 -59.00   0.1
-99.00 -58.00   0.6
-98.00 -58.00   0.7
-97.00 -58.00   0.7
-96.00 -58.00   0.7
-95.00 -58.00   0.8
-94.00 -58.00   0.8
-93.00 -58.00   0.9
-92.00 -58.00   0.9
-91.00 -58.00   0.9
-90.00 -58.00   0.8
-89.00 -58.00   1.0
-88.00 -58.00   1.2
-87.00 -58.00   1.4
-86.00 -58.00   1.4
-85.00 -58.00   1.2
-84.00 -58.00   1.1
-83.00 -58.00   1.0
-82.00 -58.00   0.9
-81.00 -58.00   1.0
-80.00 -58.00   1.5
-79.00 -58.00   1.7
-78.00 -58.00   1.2
-77.00 -58.00   0.5
-76.00 -58.00   0.7
-75.00 -58.00   1.4
-74.00 -58.00   1.9
-73.00 -58.00   2.4
-72.00 -58.00   2.1
-71.00 -58.00   1.4
-70.00 -58.00   1.0
-69.00 -58.00   0.9
-68.00 -58.00   1.0
-67.00 -58.00   1.3
-66.00 -58.00   1.3
-65.00 -58.00   1.3
-64.00 -58.00   1.4
-63.00 -58.00   1.2
-62.00 -58.00   1.2
-61.00 -58.00   1.6
-60.00 -58.00   1.8
-59.00 -58.00   1.7
-58.00 -58.00   1.3
-57.00 -58.00   0.9
